438	20	16
439	34	24
440	0	0
441	2	2
442	1	1
443	13	8
444	0	0
445	24	21
446	2	2
447	0	0
448	1	1
449	0	0
450	61	55
451	0	0
452	0	0
453	41	32
454	6	5
455	0	0
456	1	1
457	31	30
458	60	42
459	0	0
460	54	38
461	0	0
462	7	7
463	1	1
464	20	15
465	0	0
466	6	4
467	0	0
468	31	25
469	32	32
470	4	4
471	17	15
472	36	27
473	0	0
474	0	0
475	9	8
476	0	0
477	3	2
478	7	6
479	0	0
480	17	16
481	0	0
482	1	1
483	12	12
484	0	0
485	2	1
486	11	9
487	0	0
488	30	27
489	38	29
490	2	2
491	50	43
492	7	6
493	2	2
494	13	8
495	0	0
496	11	11
497	32	23
498	0	0
499	0	0
500	22	9
501	0	0
502	0	0
503	18	17
504	22	15
505	48	46
506	2	2
507	1	1
508	4	4
509	33	32
510	123	65
511	112	60
512	8	8
513	3	3
514	42	34
515	0	0
516	24	22
517	0	0
518	5	5
519	0	0
520	44	30
521	34	24
522	0	0
523	5	5
524	3	3
525	33	25
526	32	26
527	16	14
528	49	29
529	22	22
530	31	23
531	23	11
532	0	0
533	15	14
534	21	18
535	54	52
536	54	50
537	0	0
538	6	5
539	1	1
540	3	3
541	4	4
542	18	15
543	2	2
544	60	57
545	0	0
546	0	0
547	13	5
548	8	8
549	63	45
550	13	13
551	0	0
552	32	17
553	0	0
554	0	0
555	21	11
556	25	18
557	0	0
558	3	3
559	41	38
560	4	3
561	0	0
562	14	10
563	49	44
564	10	8
565	6	6
566	40	33
567	0	0
568	0	0
569	0	0
570	0	0
571	31	23
572	5	5
573	0	0
574	58	51
575	71	51
576	3	3
577	22	20
578	0	0
579	5	5
580	0	0
581	39	30
582	0	0
583	4	4
584	35	24
585	34	22
586	0	0
587	4	4
588	59	56
589	23	11
590	5	5
591	44	30
592	0	0
593	25	18
594	0	0
595	56	38
596	31	23
597	44	30
598	2	2
599	2	2
600	0	0
601	28	24
602	48	41
603	0	0
604	11	7
605	50	48
606	0	0
607	3	3
608	2	2
609	3	3
610	0	0
611	5	5
612	0	0
613	5	5
614	0	0
615	6	6
616	1	1
617	7	7
618	40	28
619	20	16
620	0	0
621	6	6
622	20	18
623	0	0
624	22	18
625	1	1
626	6	5
627	13	12
628	34	29
629	3	3
630	13	5
631	28	28
632	0	0
633	33	30
634	0	0
635	0	0
636	0	0
637	14	14
638	0	0
639	3	3
640	3	3
641	2	2
642	15	13
643	6	6
644	0	0
645	10	9
646	3	3
647	25	19
648	21	11
649	0	0
650	37	30
651	19	16
652	0	0
653	23	15
654	4	3
655	0	0
656	6	6
657	0	0
658	0	0
659	0	0
660	15	13
661	0	0
662	110	62
663	113	75
664	0	0
665	0	0
666	3	3
667	0	0
668	0	0
669	0	0
670	1	1
671	4	3
672	10	7
673	83	81
674	15	15
675	34	28
676	3	3
677	1	1
678	1	1
679	3	3
680	34	32
681	6	6
682	28	27
683	3	2
684	2	2
685	4	3
686	3	3
687	24	24
688	10	10
689	7	7
690	16	15
691	14	14
692	16	16
693	3	2
694	1	1
695	0	0
696	55	51
697	0	0
698	0	0
699	0	0
700	0	0
701	2	2
702	0	0
703	28	23
704	15	15
705	38	26
706	0	0
707	0	0
708	8	8
709	4	4
710	48	42
711	4	4
712	0	0
713	2	1
714	11	11
715	21	21
716	17	17
717	37	35
718	14	11
719	35	29
720	0	0
721	58	51
722	0	0
723	53	38
724	0	0
725	0	0
726	2	2
727	0	0
728	29	23
729	33	26
730	6	6
731	0	0
732	1	1
733	2	2
734	4	3
735	27	25
736	3	3
737	14	14
738	11	11
739	53	47
740	6	6
741	2	2
742	0	0
743	21	8
744	59	53
745	1	1
746	0	0
747	0	0
748	32	26
749	0	0
750	0	0
751	0	0
752	8	8
753	0	0
754	7	7
755	6	6
756	11	6
757	3	3
758	0	0
759	0	0
760	0	0
761	5	5
762	11	11
763	16	15
764	5	5
765	2	2
766	0	0
767	4	4
768	32	26
769	0	0
770	55	40
771	5	5
772	0	0
773	12	11
774	0	0
775	9	7
776	2	2
777	1	1
778	10	9
779	32	26
780	32	26
781	0	0
782	0	0
783	40	28
784	32	26
785	30	21
786	5	5
787	0	0
788	0	0
789	2	2
790	0	0
791	5	5
792	0	0
793	28	25
794	4	4
795	0	0
796	1	1
797	0	0
798	3	2
799	0	0
800	0	0
801	26	25
802	6	5
803	20	18
804	0	0
805	75	65
806	2	2
807	14	11
808	14	13
809	0	0
810	0	0
811	2	1
812	1	1
813	38	27
814	178	120
815	157	100
816	172	128
817	154	115
818	0	0
819	11	10
820	43	35
821	168	111
822	8	8
823	0	0
824	34	23
825	22	22
826	9	8
827	36	25
828	20	16
829	0	0
830	0	0
831	0	0
832	17	16
833	0	0
834	0	0
835	0	0
836	5	5
837	10	8
838	6	6
839	14	14
840	12	11
841	1	1
842	3	3
843	2	1
844	79	64
845	13	9
846	38	36
847	0	0
848	5	5
849	5	4
850	118	78
851	0	0
852	0	0
853	1	1
854	17	17
855	5	4
856	37	26
857	167	108
858	2	2
859	3	3
860	10	9
861	0	0
862	0	0
863	4	4
864	26	23
865	9	9
866	0	0
867	15	14
868	2	2
869	0	0
870	3	3
871	25	24
872	0	0
873	0	0
874	0	0
875	7	7
876	17	15
877	14	14
878	1	1
879	18	17
880	0	0
881	37	35
882	0	0
883	36	31
884	5	4
885	4	2
886	35	35
887	0	0
888	2	2
889	35	31
890	1	1
891	13	12
892	45	30
893	3	3
894	0	0
895	8	7
896	1	1
897	7	5
898	0	0
899	0	0
900	0	0
901	0	0
902	0	0
903	0	0
904	5	5
905	5	5
906	2	2
907	27	17
908	0	0
909	38	37
910	8	2
911	2	2
912	19	17
913	30	30
914	0	0
915	2	2
916	3	3
917	1	1
918	76	73
919	0	0
920	47	43
921	2	2
922	28	28
923	0	0
924	47	46
925	12	9
926	45	33
927	47	29
928	5	4
929	39	39
930	0	0
931	23	23
932	5	4
933	4	4
934	0	0
935	44	28
936	0	0
937	3	3
938	3	3
939	2	2
940	3	3
941	42	31
942	0	0
943	47	46
944	0	0
945	28	26
946	0	0
947	0	0
948	0	0
949	0	0
950	0	0
951	1	1
952	0	0
953	0	0
954	113	107
955	0	0
956	34	34
957	8	8
958	0	0
959	37	26
960	0	0
961	0	0
962	82	68
963	0	0
964	12	10
965	5	5
966	0	0
967	0	0
968	19	18
969	0	0
970	0	0
971	1	1
972	0	0
973	103	101
974	0	0
975	0	0
976	0	0
977	81	68
978	0	0
979	115	82
980	0	0
981	10	9
982	1	1
983	14	12
984	0	0
985	103	101
986	31	22
987	0	0
988	0	0
989	0	0
990	0	0
991	15	15
992	0	0
993	0	0
994	2	2
995	0	0
996	29	26
997	5	5
998	0	0
999	157	109
1000	19	13
1001	5	5
1002	15	14
1003	40	22
1004	40	29
1005	8	8
1006	1	1
1007	0	0
1008	114	106
1009	5	5
1010	29	27
1011	3	3
1012	0	0
1013	167	108
1014	0	0
1015	167	108
1016	2	1
1017	0	0
1018	109	78
1019	107	71
1020	73	61
1021	69	65
1022	76	67
1023	57	53
1024	102	75
1025	83	76
1026	96	76
1027	50	40
